nombreCurso,grupo,profesor,nota,periodo,nombreEstudiante,correoEstudiante
Matematicas Fundamentales,2,Obediah Worland,2.9,2022-3,Konstanze Comini,kcominimv@edu.com
Comunicación Oral y Escrita,3,Jerrome Chafer,1.1,2023-1,Berty Danilenko,bdanilenkomw@edu.com
Comunicación Oral y Escrita,3,Jerrome Chafer,1.1,2023-1,Grenville Cornthwaite,gcornthwaitemx@edu.com
Comunicación Oral y Escrita,3,Jerrome Chafer,1.1,2023-1,Royal Elgee,relgeemy@edu.com
Comunicación Oral y Escrita,3,Jerrome Chafer,1.1,2023-1,Uta Doy,udoymz@edu.com
Comunicación Oral y Escrita,2,Marthena Bearman,3.4,2021-3,Faulkner Ottewell,fottewelln0@edu.com
Comunicación Oral y Escrita,2,Marthena Bearman,3.4,2021-3,Miquela Davis,mdavisn1@edu.com
Comunicación Oral y Escrita,2,Marthena Bearman,3.4,2021-3,Arny Plews,aplewsn2@edu.com
Comunicación Oral y Escrita,2,Marthena Bearman,3.4,2021-3,Fanya Corbally,fcorballyn3@edu.com
ETL (Extraccion,3,Melba O'Leary,3.1,2022-1,Braden Teffrey,bteffreyn4@edu.com
ETL (Extraccion,3,Melba O'Leary,3.1,2022-1,Taylor Darthe,tdarthen5@edu.com
ETL (Extraccion,3,Melba O'Leary,3.1,2022-1,Koral Cocks,kcocksn6@edu.com
ETL (Extraccion,3,Melba O'Leary,3.1,2022-1,Newton Dooney,ndooneyn7@edu.com
Formacion Ciudadana I : Identidades y Pluralismo,2,Jerrome Chafer,4.4,2023-1,Mohammed Jeayes,mjeayesn8@edu.com
Formacion Ciudadana I : Identidades y Pluralismo,2,Jerrome Chafer,4.4,2023-1,Aimil Grigolashvill,agrigolashvilln9@edu.com
Formacion Ciudadana I : Identidades y Pluralismo,2,Jerrome Chafer,4.4,2023-1,Gilberto Hobbing,ghobbingna@edu.com
Formacion Ciudadana I : Identidades y Pluralismo,2,Jerrome Chafer,4.4,2023-1,Alfred Doerr,adoerrnb@edu.com
Ingles 3,1,Marisa Ellesmere,0.9,2023-3,Dukey Isaacson,disaacsonnc@edu.com
Ingles 3,1,Marisa Ellesmere,0.9,2023-3,Gaylene Disbury,gdisburynd@edu.com
Ingles 3,1,Marisa Ellesmere,0.9,2023-3,Gael Harkness,gharknessne@edu.com
Ingles 3,1,Marisa Ellesmere,0.9,2023-3,Evvy Blainey,eblaineynf@edu.com
Calculo 2,3,Germaine Nary,2.6,2023-1,Josie Dever,jdeverng@edu.com
Calculo 2,3,Germaine Nary,2.6,2023-1,Shermie Lesaunier,slesauniernh@edu.com
Calculo 2,3,Germaine Nary,2.6,2023-1,Burlie Birdseye,bbirdseyeni@edu.com
Calculo 2,3,Germaine Nary,2.6,2023-1,Esma Dybell,edybellnj@edu.com
Calculo 2,1,Norrie Yarrington,3.2,2022-3,Tremaine Cato,tcatonk@edu.com
Calculo 2,1,Norrie Yarrington,3.2,2022-3,Yves Staggs,ystaggsnl@edu.com
Calculo 2,1,Norrie Yarrington,3.2,2022-3,Joeann Schuchmacher,jschuchmachernm@edu.com
Calculo 2,1,Norrie Yarrington,3.2,2022-3,Luelle Doubrava,ldoubravann@edu.com
Seminario de Ing. de Datos e IA,1,Bartholemy Pavese,2.3,2023-3,Hally Prator,hpratorno@edu.com
Seminario de Ing. de Datos e IA,1,Bartholemy Pavese,2.3,2023-3,Nilson Blesdill,nblesdillnp@edu.com
Seminario de Ing. de Datos e IA,1,Bartholemy Pavese,2.3,2023-3,Adey Summers,asummersnq@edu.com
Seminario de Ing. de Datos e IA,1,Bartholemy Pavese,2.3,2023-3,Gilbert Palphramand,gpalphramandnr@edu.com
Electiva Libre I,3,Odessa Scotchbourouge,1.1,2023-3,Dawn Lorentz,dlorentzns@edu.com
Electiva Libre I,3,Odessa Scotchbourouge,1.1,2023-3,Cosme Ruddle,cruddlent@edu.com
Electiva Libre I,3,Odessa Scotchbourouge,1.1,2023-3,Noelani Herculeson,nherculesonnu@edu.com
Electiva Libre I,3,Odessa Scotchbourouge,1.1,2023-3,Essy Rawson,erawsonnv@edu.com
Matematicas Fundamentales,3,Sigmund Lowndsbrough,3.1,2023-3,Omero Haxby,ohaxbynw@edu.com
Matematicas Fundamentales,3,Sigmund Lowndsbrough,3.1,2023-3,Agnes Baines,abainesnx@edu.com
Matematicas Fundamentales,3,Sigmund Lowndsbrough,3.1,2023-3,Zahara Peabody,zpeabodyny@edu.com
Matematicas Fundamentales,3,Sigmund Lowndsbrough,3.1,2023-3,Cam Chastang,cchastangnz@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,1,Bernetta Bentinck,4.4,2021-1,Irena Cadagan,icadagano0@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,1,Bernetta Bentinck,4.4,2021-1,Darryl Plumridge,dplumridgeo1@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,1,Bernetta Bentinck,4.4,2021-1,Astra Deavall,adeavallo2@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,1,Bernetta Bentinck,4.4,2021-1,Carolee Covotto,ccovottoo3@edu.com
ETL (Extraccion,3,Melba O'Leary,4.7,2022-1,Charlean Maso,cmasoo4@edu.com
ETL (Extraccion,3,Melba O'Leary,4.7,2022-1,Molly Toplis,mtopliso5@edu.com
ETL (Extraccion,3,Melba O'Leary,4.7,2022-1,Dennie Netti,dnettio6@edu.com
ETL (Extraccion,3,Melba O'Leary,4.7,2022-1,Rosina Swinn,rswinno7@edu.com
Innovacion y Emprendimiento,3,Edith Foro,3.0,2023-3,Lorin Ivshin,livshino8@edu.com
Innovacion y Emprendimiento,3,Edith Foro,3.0,2023-3,Rudolf Paolo,rpaoloo9@edu.com
Innovacion y Emprendimiento,3,Edith Foro,3.0,2023-3,Tandi Dur,tduroa@edu.com
Innovacion y Emprendimiento,3,Edith Foro,3.0,2023-3,Cally D'Ambrogio,cdambrogioob@edu.com
Legislacion y Etica en el Manejo de Datos,1,Jaquelyn Vayro,0.7,2023-3,Amanda Wilkins,awilkinsoc@edu.com
Legislacion y Etica en el Manejo de Datos,1,Jaquelyn Vayro,0.7,2023-3,Bogart Bage,bbageod@edu.com
Legislacion y Etica en el Manejo de Datos,1,Jaquelyn Vayro,0.7,2023-3,Joanne Eykel,jeykeloe@edu.com
Legislacion y Etica en el Manejo de Datos,1,Jaquelyn Vayro,0.7,2023-3,Bendick McKyrrelly,bmckyrrellyof@edu.com
Calculo 2,2,Rina Gasnoll,1.7,2023-1,Mignon Trimme,mtrimmeog@edu.com
Calculo 2,2,Rina Gasnoll,1.7,2023-1,Isidor Bowser,ibowseroh@edu.com
Calculo 2,2,Rina Gasnoll,1.7,2023-1,Zane Touret,ztouretoi@edu.com
Calculo 2,2,Rina Gasnoll,1.7,2023-1,Ailey Humberstone,ahumberstoneoj@edu.com
Sistemas Operativos,1,Josy Hendrich,3.6,2021-1,Ebba Yaknov,eyaknovok@edu.com
Sistemas Operativos,1,Josy Hendrich,3.6,2021-1,Kaleb Sharplin,ksharplinol@edu.com
Sistemas Operativos,1,Josy Hendrich,3.6,2021-1,Hyatt Driver,hdriverom@edu.com
Sistemas Operativos,1,Josy Hendrich,3.6,2021-1,Jany Suggate,jsuggateon@edu.com
Electiva Profesional 1,3,Adrianne Cescot,4.8,2021-1,Adora Baddiley,abaddileyoo@edu.com
Electiva Profesional 1,3,Adrianne Cescot,4.8,2021-1,Bridgette Hasney,bhasneyop@edu.com
Electiva Profesional 1,3,Adrianne Cescot,4.8,2021-1,Inigo Spurling,ispurlingoq@edu.com
Electiva Profesional 1,3,Adrianne Cescot,4.8,2021-1,Reynold Bodemeaid,rbodemeaidor@edu.com
Estadistica y Probabilidad II,1,Florina Sandlin,4.6,2023-3,Selinda Ealles,seallesos@edu.com
Estadistica y Probabilidad II,1,Florina Sandlin,4.6,2023-3,Thornie Ralestone,tralestoneot@edu.com
Estadistica y Probabilidad II,1,Florina Sandlin,4.6,2023-3,Fiorenze Plummer,fplummerou@edu.com
Estadistica y Probabilidad II,1,Florina Sandlin,4.6,2023-3,Morgen Tranter,mtranterov@edu.com
Electiva de Lectura y Escritura,3,Nickie Gianasi,0.4,2022-1,Olivia Whewell,owhewellow@edu.com
Electiva de Lectura y Escritura,3,Nickie Gianasi,0.4,2022-1,Jackie Martt,jmarttox@edu.com
Electiva de Lectura y Escritura,3,Nickie Gianasi,0.4,2022-1,Wenda Lapham,wlaphamoy@edu.com
Electiva de Lectura y Escritura,3,Nickie Gianasi,0.4,2022-1,Bendick Abdey,babdeyoz@edu.com
Transformacion y Carga),3,Elaina Baumler,2.6,2023-3,Rozina Emmot,remmotp0@edu.com
Transformacion y Carga),3,Elaina Baumler,2.6,2023-3,Correy McAster,cmcasterp1@edu.com
Transformacion y Carga),3,Elaina Baumler,2.6,2023-3,Catherine Roze,crozep2@edu.com
Transformacion y Carga),3,Elaina Baumler,2.6,2023-3,Serge Andreini,sandreinip3@edu.com
Inteligencia Artificial,1,Simeon Creser,2.1,2022-1,Vasilis Pywell,vpywellp4@edu.com
Inteligencia Artificial,1,Simeon Creser,2.1,2022-1,Ortensia Langlois,olangloisp5@edu.com
Inteligencia Artificial,1,Simeon Creser,2.1,2022-1,Theobald Essame,tessamep6@edu.com
Inteligencia Artificial,1,Simeon Creser,2.1,2022-1,Steward Plumbley,splumbleyp7@edu.com
Electiva Profesional 2,3,Gav Bocock,2.3,2023-1,Carly Oats,coatsp8@edu.com
Electiva Profesional 2,3,Gav Bocock,2.3,2023-1,Elsey McGarrie,emcgarriep9@edu.com
Electiva Profesional 2,3,Gav Bocock,2.3,2023-1,Sabra Raselles,srasellespa@edu.com
Electiva Profesional 2,3,Gav Bocock,2.3,2023-1,Lexi Outlaw,loutlawpb@edu.com
Matematicas Fundamentales,3,Sigmund Lowndsbrough,4.1,2023-1,Irving Kinavan,ikinavanpc@edu.com
Matematicas Fundamentales,3,Sigmund Lowndsbrough,4.1,2023-1,Wilfred Odcroft,wodcroftpd@edu.com
Matematicas Fundamentales,3,Sigmund Lowndsbrough,4.1,2023-1,Dorene Conquest,dconquestpe@edu.com
Matematicas Fundamentales,3,Sigmund Lowndsbrough,4.1,2023-1,Town Moxley,tmoxleypf@edu.com
Electiva Libre I,2,Simeon Creser,0.3,2022-1,Constantina Byford,cbyfordpg@edu.com
Electiva Libre I,2,Simeon Creser,0.3,2022-1,Giff Traill,gtraillph@edu.com
Electiva Libre I,2,Simeon Creser,0.3,2022-1,Felice Laughtisse,flaughtissepi@edu.com
Electiva Libre I,2,Simeon Creser,0.3,2022-1,Willa Reuben,wreubenpj@edu.com
Comunicación Oral y Escrita,3,Jerrome Chafer,1.1,2021-1,Juliann Jankowski,jjankowskipk@edu.com
Comunicación Oral y Escrita,3,Jerrome Chafer,1.1,2021-1,Vern Antoszczyk,vantoszczykpl@edu.com
Comunicación Oral y Escrita,3,Jerrome Chafer,1.1,2021-1,Cherilynn Cazereau,ccazereaupm@edu.com
Comunicación Oral y Escrita,3,Jerrome Chafer,1.1,2021-1,Munroe Diamant,mdiamantpn@edu.com
Ingles 3,1,Marisa Ellesmere,4.4,2022-1,Mariel Applegarth,mapplegarthpo@edu.com
Ingles 3,1,Marisa Ellesmere,4.4,2022-1,Goldarina Bunker,gbunkerpp@edu.com
Ingles 3,1,Marisa Ellesmere,4.4,2022-1,Ransell Parkin,rparkinpq@edu.com
Ingles 3,1,Marisa Ellesmere,4.4,2022-1,Pincus Birkinshaw,pbirkinshawpr@edu.com
Redes e Infraestructura,1,Odessa Scotchbourouge,5.0,2022-3,Calv Noyes,cnoyesps@edu.com
Redes e Infraestructura,1,Odessa Scotchbourouge,5.0,2022-3,Tannie Elington,telingtonpt@edu.com
Redes e Infraestructura,1,Odessa Scotchbourouge,5.0,2022-3,Burton Stubbe,bstubbepu@edu.com
Redes e Infraestructura,1,Odessa Scotchbourouge,5.0,2022-3,Mikey Cattini,mcattinipv@edu.com
Ingles 4,2,Zenia Youle,4.8,2021-1,Horton Aleksashin,haleksashinpw@edu.com
Ingles 4,2,Zenia Youle,4.8,2021-1,Jeremie Chilcott,jchilcottpx@edu.com
Ingles 4,2,Zenia Youle,4.8,2021-1,Elysia Tease,eteasepy@edu.com
Ingles 4,2,Zenia Youle,4.8,2021-1,Annissa Stallen,astallenpz@edu.com
Redes e Infraestructura,3,Fulvia Gravells,0.6,2023-3,Brannon Mc Mechan,bmcq0@edu.com
Redes e Infraestructura,3,Fulvia Gravells,0.6,2023-3,Drusilla Heistermann,dheistermannq1@edu.com
Redes e Infraestructura,3,Fulvia Gravells,0.6,2023-3,Saunders Wedlake,swedlakeq2@edu.com
Redes e Infraestructura,3,Fulvia Gravells,0.6,2023-3,Dolly Murphy,dmurphyq3@edu.com
Redes e Infraestructura,1,Odessa Scotchbourouge,1.9,2022-1,Maryellen Boldero,mbolderoq4@edu.com
Redes e Infraestructura,1,Odessa Scotchbourouge,1.9,2022-1,Simon Sharpley,ssharpleyq5@edu.com
Redes e Infraestructura,1,Odessa Scotchbourouge,1.9,2022-1,Brantley Birdwhistle,bbirdwhistleq6@edu.com
Redes e Infraestructura,1,Odessa Scotchbourouge,1.9,2022-1,Candi Lewzey,clewzeyq7@edu.com
Seguridad de la Informacion,2,Dannie Follitt,3.0,2022-1,Isabelle Trenholm,itrenholmq8@edu.com
Seguridad de la Informacion,2,Dannie Follitt,3.0,2022-1,Jaquenette Birkbeck,jbirkbeckq9@edu.com
Seguridad de la Informacion,2,Dannie Follitt,3.0,2022-1,Christi Unthank,cunthankqa@edu.com
Seguridad de la Informacion,2,Dannie Follitt,3.0,2022-1,Holmes Wind,hwindqb@edu.com
Formacion Ciudadana III: Paz y Convivencia,2,Dell Catmull,0.9,2021-3,Celestyn Buller,cbullerqc@edu.com
Formacion Ciudadana III: Paz y Convivencia,2,Dell Catmull,0.9,2021-3,Sorcha Penniell,spenniellqd@edu.com
Formacion Ciudadana III: Paz y Convivencia,2,Dell Catmull,0.9,2021-3,Hamilton Colledge,hcolledgeqe@edu.com
Formacion Ciudadana III: Paz y Convivencia,2,Dell Catmull,0.9,2021-3,Judah Crinkley,jcrinkleyqf@edu.com
Electiva profesional 4,2,Karisa Upshall,0.2,2023-3,Harold Slatcher,hslatcherqg@edu.com
Electiva profesional 4,2,Karisa Upshall,0.2,2023-3,Jerrilee Puckett,jpuckettqh@edu.com
Electiva profesional 4,2,Karisa Upshall,0.2,2023-3,Ogdon Broek,obroekqi@edu.com
Electiva profesional 4,2,Karisa Upshall,0.2,2023-3,Elianora Sindall,esindallqj@edu.com
Programacion,3,Kissee Giovani,0.4,2022-3,Cyrille Gowanson,cgowansonqk@edu.com
Programacion,3,Kissee Giovani,0.4,2022-3,Christiano Corry,ccorryql@edu.com
Programacion,3,Kissee Giovani,0.4,2022-3,Andra Sangwine,asangwineqm@edu.com
Programacion,3,Kissee Giovani,0.4,2022-3,Norma Bugg,nbuggqn@edu.com
Innovacion y Emprendimiento,2,Richard Dressel,2.4,2021-3,Roseanne Hamon,rhamonqo@edu.com
Innovacion y Emprendimiento,2,Richard Dressel,2.4,2021-3,Eugine Pargeter,epargeterqp@edu.com
Innovacion y Emprendimiento,2,Richard Dressel,2.4,2021-3,Wesley Putman,wputmanqq@edu.com
Innovacion y Emprendimiento,2,Richard Dressel,2.4,2021-3,Nickolai Clausen-Thue,nclausenthueqr@edu.com
Inteligencia Artificial,2,Obediah Worland,4.1,2022-1,Billie Tearle,btearleqs@edu.com
Inteligencia Artificial,2,Obediah Worland,4.1,2022-1,Joell Soars,jsoarsqt@edu.com
Inteligencia Artificial,2,Obediah Worland,4.1,2022-1,Nehemiah Lideard,nlideardqu@edu.com
Inteligencia Artificial,2,Obediah Worland,4.1,2022-1,Lily Arnecke,larneckeqv@edu.com
Electiva Profesional 3,2,Erena Bruggen,2.5,2022-3,Garrek Plumridge,gplumridgeqw@edu.com
Electiva Profesional 3,2,Erena Bruggen,2.5,2022-3,Leonelle Della,ldellaqx@edu.com
Electiva Profesional 3,2,Erena Bruggen,2.5,2022-3,Mycah Wanjek,mwanjekqy@edu.com
Electiva Profesional 3,2,Erena Bruggen,2.5,2022-3,Herold Kincaid,hkincaidqz@edu.com
Logica y Matematica Discreta,3,Conant Sumpner,3.4,2022-1,Berna Eddies,beddiesr0@edu.com
Logica y Matematica Discreta,3,Conant Sumpner,3.4,2022-1,Jeth Markham,jmarkhamr1@edu.com
Logica y Matematica Discreta,3,Conant Sumpner,3.4,2022-1,Sigrid Eagar,seagarr2@edu.com
Logica y Matematica Discreta,3,Conant Sumpner,3.4,2022-1,Obie Wann,owannr3@edu.com
Calculo 2,2,Rina Gasnoll,4.3,2023-3,Hernando Slafford,hslaffordr4@edu.com
Calculo 2,2,Rina Gasnoll,4.3,2023-3,Bruno Cornes,bcornesr5@edu.com
Calculo 2,2,Rina Gasnoll,4.3,2023-3,Elsey Ivashintsov,eivashintsovr6@edu.com
Calculo 2,2,Rina Gasnoll,4.3,2023-3,Dorolice Attyeo,dattyeor7@edu.com
Calculo 2,1,Norrie Yarrington,2.1,2023-1,Mariam Stoaks,mstoaksr8@edu.com
Calculo 2,1,Norrie Yarrington,2.1,2023-1,Svend Eouzan,seouzanr9@edu.com
Calculo 2,1,Norrie Yarrington,2.1,2023-1,Inez Comerford,icomerfordra@edu.com
Calculo 2,1,Norrie Yarrington,2.1,2023-1,Tadeas Pynn,tpynnrb@edu.com
Redes e Infraestructura,1,Odessa Scotchbourouge,2.3,2023-3,Francois Crebo,fcreborc@edu.com
Redes e Infraestructura,1,Odessa Scotchbourouge,2.3,2023-3,Reagen Burder,rburderrd@edu.com
Redes e Infraestructura,1,Odessa Scotchbourouge,2.3,2023-3,Catha Eagleton,ceagletonre@edu.com
Redes e Infraestructura,1,Odessa Scotchbourouge,2.3,2023-3,Petra Cristou,pcristourf@edu.com
Calculo 1,2,Cordula Dugget,4.2,2021-1,Kizzie Hogbourne,khogbournerg@edu.com
Calculo 1,2,Cordula Dugget,4.2,2021-1,Jessalin Bamling,jbamlingrh@edu.com
Calculo 1,2,Cordula Dugget,4.2,2021-1,Liane Vonderdell,lvonderdellri@edu.com
Calculo 1,2,Cordula Dugget,4.2,2021-1,Dell Andrysiak,dandrysiakrj@edu.com
Electiva de Lectura y Escritura,3,Nickie Gianasi,1.9,2023-1,Bee Silver,bsilverrk@edu.com
Electiva de Lectura y Escritura,3,Nickie Gianasi,1.9,2023-1,Robbert Santori,rsantorirl@edu.com
Electiva de Lectura y Escritura,3,Nickie Gianasi,1.9,2023-1,Colene Sommerland,csommerlandrm@edu.com
Electiva de Lectura y Escritura,3,Nickie Gianasi,1.9,2023-1,Amie Halso,ahalsorn@edu.com
Almacenamiento de datos,3,Carita Grandin,2.2,2022-1,Korry Farrear,kfarrearro@edu.com
Almacenamiento de datos,3,Carita Grandin,2.2,2022-1,Edyth Mougel,emougelrp@edu.com
Almacenamiento de datos,3,Carita Grandin,2.2,2022-1,Melessa Adderley,madderleyrq@edu.com
Almacenamiento de datos,3,Carita Grandin,2.2,2022-1,Barnebas Pepye,bpepyerr@edu.com
Inteligencia Artificial,1,Simeon Creser,0.5,2021-3,Demetris Semon,dsemon0@edu.com
Inteligencia Artificial,1,Simeon Creser,0.5,2021-3,Ashien Rotham,arotham1@edu.com
Inteligencia Artificial,1,Simeon Creser,0.5,2021-3,Hector Shanklin,hshanklin2@edu.com
Inteligencia Artificial,1,Simeon Creser,0.5,2021-3,Kristen Gatus,kgatus3@edu.com
Matematicas Fundamentales,2,Obediah Worland,2.6,2021-1,Spencer Kerrey,skerrey4@edu.com
Matematicas Fundamentales,2,Obediah Worland,2.6,2021-1,Nikaniki Pues,npues5@edu.com
Matematicas Fundamentales,2,Obediah Worland,2.6,2021-1,Elston Scholte,escholte6@edu.com
Matematicas Fundamentales,2,Obediah Worland,2.6,2021-1,Goraud Pattrick,gpattrick7@edu.com
Electiva profesional 4,3,Barbra Cary,2.5,2023-3,Darn Moat,dmoat8@edu.com
Electiva profesional 4,3,Barbra Cary,2.5,2023-3,Whitaker Cossom,wcossom9@edu.com
Electiva profesional 4,3,Barbra Cary,2.5,2023-3,Dyann Cathie,dcathiea@edu.com
Electiva profesional 4,3,Barbra Cary,2.5,2023-3,Gusti Langmuir,glangmuirb@edu.com
Electiva Profesional 1,3,Adrianne Cescot,2.4,2022-3,Filide Stalman,fstalmanc@edu.com
Electiva Profesional 1,3,Adrianne Cescot,2.4,2022-3,Fransisco MacCurlye,fmaccurlyed@edu.com
Electiva Profesional 1,3,Adrianne Cescot,2.4,2022-3,Lea Emanulsson,lemanulssone@edu.com
Electiva Profesional 1,3,Adrianne Cescot,2.4,2022-3,Urson Cutford,ucutfordf@edu.com
Electiva Profesional 3,3,Berke Patzelt,0.4,2023-1,Berthe Lathleiffure,blathleiffureg@edu.com
Electiva Profesional 3,3,Berke Patzelt,0.4,2023-1,Tiffie Martlew,tmartlewh@edu.com
Electiva Profesional 3,3,Berke Patzelt,0.4,2023-1,Viole Quigley,vquigleyi@edu.com
Electiva Profesional 3,3,Berke Patzelt,0.4,2023-1,Lexy Salack,lsalackj@edu.com
Transformacion y Carga),2,Clem Branni,2.9,2021-3,Nixie Chazelas,nchazelask@edu.com
Transformacion y Carga),2,Clem Branni,2.9,2021-3,King Dutt,kduttl@edu.com
Transformacion y Carga),2,Clem Branni,2.9,2021-3,Allard Jessel,ajesselm@edu.com
Transformacion y Carga),2,Clem Branni,2.9,2021-3,Grant Knolles-Green,gknollesgreenn@edu.com
Electiva de  Ciencias Sociales,3,Neron de Wilde,1.0,2023-3,Beck Toleman,btolemano@edu.com
Electiva de  Ciencias Sociales,3,Neron de Wilde,1.0,2023-3,Ringo Voase,rvoasep@edu.com
Electiva de  Ciencias Sociales,3,Neron de Wilde,1.0,2023-3,Torin Greenfield,tgreenfieldq@edu.com
Electiva de  Ciencias Sociales,3,Neron de Wilde,1.0,2023-3,Selena Cordeau],scordeaur@edu.com
Calculo 1,2,Cordula Dugget,3.0,2022-3,Tabby Downham,tdownhams@edu.com
Calculo 1,2,Cordula Dugget,3.0,2022-3,Bradney Croysdale,bcroysdalet@edu.com
Calculo 1,2,Cordula Dugget,3.0,2022-3,Geraldine Urien,gurienu@edu.com
Calculo 1,2,Cordula Dugget,3.0,2022-3,Marshall Gioani,mgioaniv@edu.com
Sistemas Operativos,1,Josy Hendrich,4.7,2021-1,Levin Mahady,lmahadyw@edu.com
Sistemas Operativos,1,Josy Hendrich,4.7,2021-1,Ingaborg Demougeot,idemougeotx@edu.com
Sistemas Operativos,1,Josy Hendrich,4.7,2021-1,Ronnie Forbear,rforbeary@edu.com
Sistemas Operativos,1,Josy Hendrich,4.7,2021-1,Jocelyn Josefson,jjosefsonz@edu.com
Formacion Ciudadana II: Sociedad y Estado,2,Rebekkah Mayfield,2.1,2023-1,Doll Duffyn,dduffyn10@edu.com
Formacion Ciudadana II: Sociedad y Estado,2,Rebekkah Mayfield,2.1,2023-1,Linn Barford,lbarford11@edu.com
Formacion Ciudadana II: Sociedad y Estado,2,Rebekkah Mayfield,2.1,2023-1,Peyter Schistl,pschistl12@edu.com
Formacion Ciudadana II: Sociedad y Estado,2,Rebekkah Mayfield,2.1,2023-1,Irena Swynley,iswynley13@edu.com
Ingles 2,3,Teodoro Giorgeschi,3.6,2023-1,Frederica Kipling,fkipling14@edu.com
Ingles 2,3,Teodoro Giorgeschi,3.6,2023-1,Cynde Jerdon,cjerdon15@edu.com
Ingles 2,3,Teodoro Giorgeschi,3.6,2023-1,Jasmin Vicary,jvicary16@edu.com
Ingles 2,3,Teodoro Giorgeschi,3.6,2023-1,Derrek Dimanche,ddimanche17@edu.com
Analitica de Datos,1,Rozina Yurocjkin,0.3,2023-1,Annetta McQuirter,amcquirter18@edu.com
Analitica de Datos,1,Rozina Yurocjkin,0.3,2023-1,Jana Gages,jgages19@edu.com
Analitica de Datos,1,Rozina Yurocjkin,0.3,2023-1,Neville Townend,ntownend1a@edu.com
Analitica de Datos,1,Rozina Yurocjkin,0.3,2023-1,Izabel Farra,ifarra1b@edu.com
Sistemas Operativos,2,Luciana Files,2.3,2023-1,Padget Clunan,pclunan1c@edu.com
Sistemas Operativos,2,Luciana Files,2.3,2023-1,Cobby Barstock,cbarstock1d@edu.com
Sistemas Operativos,2,Luciana Files,2.3,2023-1,Jessica Witchard,jwitchard1e@edu.com
Sistemas Operativos,2,Luciana Files,2.3,2023-1,Fianna Fennick,ffennick1f@edu.com
Seguridad de la Informacion,2,Dannie Follitt,0.2,2022-1,Kristian Haugg,khaugg1g@edu.com
Seguridad de la Informacion,2,Dannie Follitt,0.2,2022-1,Elizabet Barff,ebarff1h@edu.com
Seguridad de la Informacion,2,Dannie Follitt,0.2,2022-1,Tory Delmage,tdelmage1i@edu.com
Seguridad de la Informacion,2,Dannie Follitt,0.2,2022-1,Micheil Le Maitre,mle1j@edu.com
Electiva Profesional 1,2,Jaquelyn Vayro,2.6,2021-1,Trixie Macilhench,tmacilhench1k@edu.com
Electiva Profesional 1,2,Jaquelyn Vayro,2.6,2021-1,Randi Mathison,rmathison1l@edu.com
Electiva Profesional 1,2,Jaquelyn Vayro,2.6,2021-1,Cello Logsdail,clogsdail1m@edu.com
Electiva Profesional 1,2,Jaquelyn Vayro,2.6,2021-1,Raynell Crippin,rcrippin1n@edu.com
Estadistica y Probabilidad I,1,Sibeal Thunnercliffe,1.3,2021-1,Charmine Quene,cquene1o@edu.com
Estadistica y Probabilidad I,1,Sibeal Thunnercliffe,1.3,2021-1,Vikki Grono,vgrono1p@edu.com
Estadistica y Probabilidad I,1,Sibeal Thunnercliffe,1.3,2021-1,Gilbertine Bonafacino,gbonafacino1q@edu.com
Estadistica y Probabilidad I,1,Sibeal Thunnercliffe,1.3,2021-1,Sebastian Rawles,srawles1r@edu.com
Almacenamiento de datos,2,Shawn Couronne,1.1,2022-3,Selma Byk,sbyk1s@edu.com
Almacenamiento de datos,2,Shawn Couronne,1.1,2022-3,Trip Clemendet,tclemendet1t@edu.com
Almacenamiento de datos,2,Shawn Couronne,1.1,2022-3,Ebeneser Hackett,ehackett1u@edu.com
Almacenamiento de datos,2,Shawn Couronne,1.1,2022-3,Beckie Davys,bdavys1v@edu.com
Ingles 5,3,Christa Buck,2.3,2021-3,Guido Lattie,glattie1w@edu.com
Ingles 5,3,Christa Buck,2.3,2021-3,Caesar Smitheram,csmitheram1x@edu.com
Ingles 5,3,Christa Buck,2.3,2021-3,Diena Swannack,dswannack1y@edu.com
Ingles 5,3,Christa Buck,2.3,2021-3,Boony Powlesland,bpowlesland1z@edu.com
Seminario de Ing. de Datos e IA,1,Bartholemy Pavese,2.3,2022-3,Rhiamon Holttom,rholttom20@edu.com
Seminario de Ing. de Datos e IA,1,Bartholemy Pavese,2.3,2022-3,Cletus Paolinelli,cpaolinelli21@edu.com
Seminario de Ing. de Datos e IA,1,Bartholemy Pavese,2.3,2022-3,Mirabella Bellenie,mbellenie22@edu.com
Seminario de Ing. de Datos e IA,1,Bartholemy Pavese,2.3,2022-3,Trista Dodding,tdodding23@edu.com
Calculo 1,2,Cordula Dugget,4.6,2023-3,Ardisj Kelcher,akelcher24@edu.com
Calculo 1,2,Cordula Dugget,4.6,2023-3,Dyanna Cudiff,dcudiff25@edu.com
Calculo 1,2,Cordula Dugget,4.6,2023-3,Bryce Vigurs,bvigurs26@edu.com
Calculo 1,2,Cordula Dugget,4.6,2023-3,Nora Hairesnape,nhairesnape27@edu.com
Estadistica y Probabilidad I,3,Osbert Baird,1.6,2022-3,Portie Kulvear,pkulvear28@edu.com
Estadistica y Probabilidad I,3,Osbert Baird,1.6,2022-3,Frannie Drable,fdrable29@edu.com
